Fecha,Productos,Unidad de medida (Mayorista),Equiv. (kg./lt) (Mayorista),Mayorista - Precio Min.,Mayorista - Precio Prom.,Mayorista - Precio Max.,Unidad de medida (Minorista),Equiv. (kg./lt) (Minorista),Minorista - Precio Min.,Minorista - Precio Prom.,Minorista - Precio Max.
10/07/2026 06:15:36,Zanahoria,Saco,50.0,2.18,2.3,2.42,Kilogramo,1.0,3.61,3.8,3.99
10/07/2026 06:22:05,Cebolla,Saco,45.0,1.82,1.92,2.02,Kilogramo,1.0,2.85,3.0,3.15
10/07/2026 06:28:01,Papa,Saco,50.0,1.63,1.72,1.81,Kilogramo,1.0,2.38,2.5,2.62
10/07/2026 06:28:12,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.78,2.93,3.08
10/07/2026 06:30:02,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,3.13,3.3,3.46
10/07/2026 06:31:31,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.53,2.66,2.79
10/07/2026 06:32:27,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.18,4.4,4.62
10/07/2026 06:36:24,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.76,3.96,4.16
10/07/2026 06:36:47,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.21,4.43,4.65
10/07/2026 06:47:19,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.56,4.8,5.04
10/07/2026 06:56:08,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.85,3.0,3.15
10/07/2026 07:03:27,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.9,4.11,4.32
10/07/2026 07:09:09,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.64,4.88,5.12
10/07/2026 07:09:43,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.38,3.56,3.74
10/07/2026 07:21:05,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.4,4.63,4.86
10/07/2026 07:24:14,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.94,4.15,4.36
10/07/2026 07:25:28,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.81,4.01,4.21
10/07/2026 07:28:48,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,3.94,4.15,4.36
10/07/2026 07:30:20,Cebolla,Saco,45.0,1.87,1.97,2.07,Kilogramo,1.0,2.85,3.0,3.15
10/07/2026 07:31:50,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.92,4.13,4.34
10/07/2026 07:37:14,Papa,Saco,50.0,1.55,1.63,1.71,Kilogramo,1.0,2.38,2.5,2.62
10/07/2026 07:38:34,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.52,2.65,2.78
10/07/2026 07:50:11,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.2,4.42,4.64
10/07/2026 07:52:28,Papa,Saco,50.0,1.59,1.67,1.75,Kilogramo,1.0,2.38,2.5,2.62
10/07/2026 07:58:24,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,5.15,5.42,5.69
10/07/2026 08:02:06,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.58,2.72,2.86
10/07/2026 08:11:16,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.32,3.5,3.68
10/07/2026 08:15:33,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,3.1,3.26,3.42
10/07/2026 08:19:20,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.47,3.65,3.83
10/07/2026 08:21:04,Papa,Saco,50.0,1.41,1.48,1.55,Kilogramo,1.0,2.38,2.5,2.62
10/07/2026 08:23:55,Zanahoria,Saco,50.0,2.24,2.36,2.48,Kilogramo,1.0,3.61,3.8,3.99
10/07/2026 08:26:58,Cebolla,Saco,45.0,1.6,1.68,1.76,Kilogramo,1.0,2.85,3.0,3.15
10/07/2026 08:36:50,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.14,2.25,2.36
10/07/2026 08:37:10,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.09,2.2,2.31
10/07/2026 08:42:30,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.88,4.08,4.28
10/07/2026 08:44:29,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,3.02,3.18,3.34
10/07/2026 08:45:56,Zanahoria,Saco,50.0,2.22,2.34,2.46,Kilogramo,1.0,3.61,3.8,3.99
10/07/2026 08:47:45,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.94,3.09,3.24
10/07/2026 08:48:22,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,3.94,4.15,4.36
10/07/2026 09:01:18,Choclo,Ciento,40.0,2.7,2.84,2.98,Kilogramo,1.0,4.75,5.0,5.25
10/07/2026 09:02:19,Tomate,Cajón,20.0,2.45,2.58,2.71,Kilogramo,1.0,4.27,4.5,4.73
10/07/2026 09:04:04,Tomate,Cajón,20.0,2.51,2.64,2.77,Kilogramo,1.0,4.27,4.5,4.73
10/07/2026 09:07:57,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.1,2.21,2.32
10/07/2026 09:10:33,Tomate,Cajón,20.0,2.64,2.78,2.92,Kilogramo,1.0,4.27,4.5,4.73
10/07/2026 09:14:03,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.66,2.8,2.94
10/07/2026 09:17:22,Papa,Saco,50.0,1.35,1.42,1.49,Kilogramo,1.0,2.38,2.5,2.62
10/07/2026 09:19:47,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.76,5.01,5.26
10/07/2026 09:22:40,Choclo,Ciento,40.0,2.92,3.07,3.22,Kilogramo,1.0,4.75,5.0,5.25
10/07/2026 09:24:52,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.63,4.87,5.11
10/07/2026 09:34:34,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.74,4.99,5.24
10/07/2026 09:36:09,Tomate,Cajón,20.0,2.4,2.53,2.66,Kilogramo,1.0,4.27,4.5,4.73
10/07/2026 09:41:36,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.85,4.05,4.25
10/07/2026 09:43:00,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.96,4.17,4.38
10/07/2026 09:43:52,Papa,Saco,50.0,1.42,1.49,1.56,Kilogramo,1.0,2.38,2.5,2.62
10/07/2026 09:53:28,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.98,3.14,3.3
10/07/2026 09:55:49,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,3.06,3.22,3.38
10/07/2026 10:02:49,Papa,Saco,50.0,1.64,1.73,1.82,Kilogramo,1.0,2.38,2.5,2.62
10/07/2026 10:11:43,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,3.88,4.08,4.28
10/07/2026 10:15:06,Cebolla,Saco,45.0,1.66,1.75,1.84,Kilogramo,1.0,2.85,3.0,3.15
10/07/2026 10:15:29,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.85,3.0,3.15
10/07/2026 10:15:48,Zanahoria,Saco,50.0,1.98,2.08,2.18,Kilogramo,1.0,3.61,3.8,3.99
10/07/2026 10:19:29,Zanahoria,Saco,50.0,1.89,1.99,2.09,Kilogramo,1.0,3.61,3.8,3.99
10/07/2026 10:40:59,Zanahoria,Saco,50.0,2.06,2.17,2.28,Kilogramo,1.0,3.61,3.8,3.99
10/07/2026 10:41:29,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.63,2.77,2.91
10/07/2026 10:44:18,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.35,3.53,3.71
10/07/2026 10:48:42,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.61,2.75,2.89
10/07/2026 10:51:03,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.71,4.96,5.21
10/07/2026 10:58:24,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.46,2.59,2.72
10/07/2026 11:09:04,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.58,2.72,2.86
10/07/2026 11:09:56,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.53,2.66,2.79
10/07/2026 11:16:18,Tomate,Cajón,20.0,2.77,2.92,3.07,Kilogramo,1.0,4.27,4.5,4.73
10/07/2026 11:21:53,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.48,4.72,4.96
10/07/2026 11:24:56,Cebolla,Saco,45.0,1.68,1.77,1.86,Kilogramo,1.0,2.85,3.0,3.15
10/07/2026 11:28:48,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.09,2.2,2.31
10/07/2026 11:30:48,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.76,5.01,5.26
10/07/2026 11:34:46,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.46,4.69,4.92
10/07/2026 11:34:56,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.48,4.72,4.96
10/07/2026 11:37:53,Cebolla,Saco,45.0,1.74,1.83,1.92,Kilogramo,1.0,2.85,3.0,3.15
10/07/2026 11:42:33,Choclo,Ciento,40.0,2.87,3.02,3.17,Kilogramo,1.0,4.75,5.0,5.25
10/07/2026 11:45:39,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.97,3.13,3.29
10/07/2026 11:50:30,Tomate,Cajón,20.0,2.76,2.91,3.06,Kilogramo,1.0,4.27,4.5,4.73
10/07/2026 11:52:48,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.38,2.5,2.62
10/07/2026 11:56:47,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.19,4.41,4.63
10/07/2026 12:08:17,Tomate,Cajón,20.0,2.38,2.5,2.62,Kilogramo,1.0,4.27,4.5,4.73
10/07/2026 12:09:13,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.74,4.99,5.24
10/07/2026 12:15:51,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.03,4.24,4.45
10/07/2026 12:21:02,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.19,4.41,4.63
10/07/2026 12:34:22,Zanahoria,Saco,50.0,2.28,2.4,2.52,Kilogramo,1.0,3.61,3.8,3.99
10/07/2026 12:34:27,Zanahoria,Saco,50.0,2.18,2.3,2.42,Kilogramo,1.0,3.61,3.8,3.99
10/07/2026 12:36:06,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,5.12,5.39,5.66
10/07/2026 12:37:00,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.88,5.14,5.4
10/07/2026 12:56:50,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.76,2.91,3.06
10/07/2026 13:02:28,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.38,2.5,2.62
10/07/2026 13:02:41,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.32,4.55,4.78
10/07/2026 13:03:49,Papa,Saco,50.0,1.61,1.69,1.77,Kilogramo,1.0,2.38,2.5,2.62
10/07/2026 13:06:35,Choclo,Ciento,40.0,3.37,3.55,3.73,Kilogramo,1.0,4.75,5.0,5.25
10/07/2026 13:11:32,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.35,3.53,3.71
10/07/2026 13:16:11,Tomate,Cajón,20.0,2.36,2.48,2.6,Kilogramo,1.0,4.27,4.5,4.73
10/07/2026 13:16:59,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.87,3.02,3.17
10/07/2026 13:29:35,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,3.13,3.3,3.46
10/07/2026 13:30:31,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.47,2.6,2.73
10/07/2026 13:35:26,Cebolla,Saco,45.0,1.6,1.68,1.76,Kilogramo,1.0,2.85,3.0,3.15
10/07/2026 13:39:26,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,3.77,3.97,4.17
10/07/2026 13:44:31,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.48,3.66,3.84
10/07/2026 13:59:33,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,3.12,3.28,3.44
10/07/2026 14:05:02,Papa,Saco,50.0,1.35,1.42,1.49,Kilogramo,1.0,2.38,2.5,2.62
10/07/2026 14:05:13,Zanahoria,Saco,50.0,1.89,1.99,2.09,Kilogramo,1.0,3.61,3.8,3.99
10/07/2026 14:10:25,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.25,4.47,4.69
10/07/2026 14:15:11,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.37,4.6,4.83
10/07/2026 14:28:24,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.49,4.73,4.97
10/07/2026 14:29:22,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.58,3.77,3.96
10/07/2026 14:31:34,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.66,4.9,5.15
10/07/2026 14:32:12,Tomate,Cajón,20.0,2.79,2.94,3.09,Kilogramo,1.0,4.27,4.5,4.73
10/07/2026 14:42:20,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.84,5.1,5.35
10/07/2026 14:53:13,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.45,3.63,3.81
10/07/2026 14:59:05,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.45,4.68,4.91
10/07/2026 14:59:21,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.56,2.69,2.82
10/07/2026 15:00:42,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.28,3.45,3.62
10/07/2026 15:03:36,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.46,4.69,4.92
10/07/2026 15:04:14,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.44,2.57,2.7
10/07/2026 15:08:32,Papa,Saco,50.0,1.59,1.67,1.75,Kilogramo,1.0,2.38,2.5,2.62
10/07/2026 15:11:17,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.89,4.1,4.3
10/07/2026 15:11:50,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.38,2.5,2.62
10/07/2026 15:12:36,Cebolla,Saco,45.0,1.54,1.62,1.7,Kilogramo,1.0,2.85,3.0,3.15
10/07/2026 15:15:43,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.22,2.34,2.46
10/07/2026 15:20:11,Zanahoria,Saco,50.0,2.28,2.4,2.52,Kilogramo,1.0,3.61,3.8,3.99
10/07/2026 15:23:53,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.44,3.62,3.8
10/07/2026 15:25:43,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.71,2.85,2.99
10/07/2026 15:26:10,Tomate,Cajón,20.0,2.63,2.77,2.91,Kilogramo,1.0,4.27,4.5,4.73
10/07/2026 15:33:59,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,3.08,3.24,3.4
10/07/2026 15:34:25,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.24,2.36,2.48
10/07/2026 15:34:50,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.59,3.78,3.97
10/07/2026 15:40:39,Tomate,Cajón,20.0,2.72,2.86,3.0,Kilogramo,1.0,4.27,4.5,4.73
10/07/2026 15:40:40,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.26,2.38,2.5
10/07/2026 15:43:57,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,3.19,3.36,3.53
10/07/2026 15:48:38,Choclo,Ciento,40.0,2.89,3.04,3.19,Kilogramo,1.0,4.75,5.0,5.25
10/07/2026 15:49:09,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.71,4.96,5.21
10/07/2026 15:51:47,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.85,4.05,4.25
10/07/2026 15:52:03,Tomate,Cajón,20.0,2.54,2.67,2.8,Kilogramo,1.0,4.27,4.5,4.73
10/07/2026 15:53:35,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.52,2.65,2.78
10/07/2026 15:54:40,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.93,3.08,3.23
10/07/2026 15:59:05,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.7,3.89,4.08
10/07/2026 16:05:09,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.65,4.89,5.13
10/07/2026 16:23:08,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.88,3.03,3.18
10/07/2026 16:24:49,Cebolla,Saco,45.0,1.67,1.76,1.85,Kilogramo,1.0,2.85,3.0,3.15
10/07/2026 16:36:15,Choclo,Ciento,40.0,2.98,3.14,3.3,Kilogramo,1.0,4.75,5.0,5.25
10/07/2026 16:49:48,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.54,2.67,2.8
10/07/2026 16:50:04,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.22,4.44,4.66
10/07/2026 17:01:09,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,3.97,4.18,4.39
10/07/2026 17:02:36,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.12,2.23,2.34
10/07/2026 17:08:53,Zanahoria,Saco,50.0,1.9,2.0,2.1,Kilogramo,1.0,3.61,3.8,3.99
10/07/2026 17:10:33,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,3.11,3.27,3.43
10/07/2026 17:15:12,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,3.84,4.04,4.24
10/07/2026 17:27:02,Choclo,Ciento,40.0,3.01,3.17,3.33,Kilogramo,1.0,4.75,5.0,5.25
10/07/2026 17:33:56,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.68,3.87,4.06
10/07/2026 17:41:20,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,3.01,3.17,3.33
10/07/2026 17:54:37,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,3.96,4.17,4.38
10/07/2026 17:58:00,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,3.14,3.31,3.48
10/07/2026 18:01:48,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.41,3.59,3.77
10/07/2026 18:04:52,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.39,3.57,3.75
10/07/2026 18:10:06,Tomate,Cajón,20.0,2.94,3.1,3.26,Kilogramo,1.0,4.27,4.5,4.73
10/07/2026 18:18:33,Zanahoria,Saco,50.0,2.26,2.38,2.5,Kilogramo,1.0,3.61,3.8,3.99
10/07/2026 18:18:48,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.57,2.71,2.85
10/07/2026 18:20:14,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.94,3.09,3.24
10/07/2026 18:23:54,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.63,2.77,2.91
10/07/2026 18:28:02,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.21,2.33,2.45
10/07/2026 18:29:31,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.98,4.19,4.4
10/07/2026 18:30:59,Tomate,Cajón,20.0,2.38,2.51,2.64,Kilogramo,1.0,4.27,4.5,4.73
10/07/2026 18:41:53,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.16,4.38,4.6
10/07/2026 18:44:26,Choclo,Ciento,40.0,2.74,2.88,3.02,Kilogramo,1.0,4.75,5.0,5.25
10/07/2026 18:46:18,Cebolla,Saco,45.0,1.76,1.85,1.94,Kilogramo,1.0,2.85,3.0,3.15
10/07/2026 18:46:49,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.27,4.5,4.73
10/07/2026 18:49:02,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.66,4.91,5.16
10/07/2026 18:53:05,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.03,4.24,4.45
11/07/2026 06:01:08,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.26,2.38,2.5
11/07/2026 06:06:19,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.12,4.34,4.56
11/07/2026 06:11:08,Cebolla,Saco,45.0,1.91,2.01,2.11,Kilogramo,1.0,2.85,3.0,3.15
11/07/2026 06:14:19,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.98,4.19,4.4
11/07/2026 06:31:45,Tomate,Cajón,20.0,2.36,2.48,2.6,Kilogramo,1.0,4.27,4.5,4.73
11/07/2026 06:32:27,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.68,4.93,5.18
11/07/2026 06:34:24,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,3.03,3.19,3.35
11/07/2026 06:34:46,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.22,3.39,3.56
11/07/2026 06:34:48,Tomate,Cajón,20.0,2.39,2.52,2.65,Kilogramo,1.0,4.27,4.5,4.73
11/07/2026 06:40:47,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.19,4.41,4.63
11/07/2026 06:44:51,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.49,2.62,2.75
11/07/2026 06:46:49,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.24,3.41,3.58
11/07/2026 06:52:37,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.54,4.78,5.02
11/07/2026 06:54:11,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.54,3.73,3.92
11/07/2026 06:59:35,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.48,2.61,2.74
11/07/2026 07:11:19,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.05,4.26,4.47
11/07/2026 07:17:23,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.6,2.74,2.88
11/07/2026 07:24:29,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,3.02,3.18,3.34
11/07/2026 07:26:24,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,3.8,4.0,4.2
11/07/2026 07:27:43,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.36,4.59,4.82
11/07/2026 07:31:53,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.58,4.82,5.06
11/07/2026 07:35:08,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.09,4.31,4.53
11/07/2026 07:38:26,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.85,3.0,3.15
11/07/2026 07:56:26,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.54,4.78,5.02
11/07/2026 08:00:50,Cebolla,Saco,45.0,1.66,1.75,1.84,Kilogramo,1.0,2.85,3.0,3.15
11/07/2026 08:02:44,Cebolla,Saco,45.0,1.55,1.63,1.71,Kilogramo,1.0,2.85,3.0,3.15
11/07/2026 08:07:25,Tomate,Cajón,20.0,2.55,2.68,2.81,Kilogramo,1.0,4.27,4.5,4.73
11/07/2026 08:08:44,Zanahoria,Saco,50.0,1.87,1.97,2.07,Kilogramo,1.0,3.61,3.8,3.99
11/07/2026 08:18:45,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.13,4.35,4.57
11/07/2026 08:20:50,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.0,4.21,4.42
11/07/2026 08:32:39,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.46,4.7,4.94
11/07/2026 08:33:13,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.96,4.17,4.38
11/07/2026 08:34:38,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,3.94,4.15,4.36
11/07/2026 08:46:15,Zanahoria,Saco,50.0,2.16,2.27,2.38,Kilogramo,1.0,3.61,3.8,3.99
11/07/2026 08:49:19,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.1,4.32,4.54
11/07/2026 08:49:19,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.22,2.34,2.46
11/07/2026 08:53:12,Papa,Saco,50.0,1.58,1.66,1.74,Kilogramo,1.0,2.38,2.5,2.62
11/07/2026 08:55:04,Tomate,Cajón,20.0,2.86,3.01,3.16,Kilogramo,1.0,4.27,4.5,4.73
11/07/2026 08:59:46,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.9,5.16,5.42
11/07/2026 09:01:34,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.26,2.38,2.5
11/07/2026 09:03:07,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.57,2.71,2.85
11/07/2026 09:06:59,Cebolla,Saco,45.0,1.71,1.8,1.89,Kilogramo,1.0,2.79,2.94,3.09
11/07/2026 09:07:29,Choclo,Ciento,40.0,3.04,3.2,3.36,Kilogramo,1.0,4.81,5.06,5.31
11/07/2026 09:14:49,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.18,3.35,3.52
11/07/2026 09:15:48,Tomate,Cajón,20.0,2.66,2.8,2.94,Kilogramo,1.0,4.77,5.02,5.27
11/07/2026 09:16:50,Papa,Saco,50.0,1.52,1.6,1.68,Kilogramo,1.0,2.28,2.4,2.52
11/07/2026 09:18:33,Zanahoria,Saco,50.0,2.09,2.2,2.31,Kilogramo,1.0,3.49,3.67,3.85
11/07/2026 09:18:45,Cebolla,Saco,45.0,1.9,2.0,2.1,Kilogramo,1.0,2.85,3.0,3.15
11/07/2026 09:19:01,Choclo,Ciento,40.0,3.39,3.57,3.75,Kilogramo,1.0,4.75,5.0,5.25
